# 各周期危险性曲线
周期(s), 谱加速度(cm/s^2), 年超越概率
0.025, 5.309454e-01, 1.294118e-03
0.025, 5.208827e-01, 1.305882e-03
0.025, 5.116374e-01, 1.317647e-03
0.025, 5.066095e-01, 1.329412e-03
0.025, 4.974006e-01, 1.341176e-03
0.025, 4.950658e-01, 1.352941e-03
0.025, 4.835118e-01, 1.364706e-03
0.025, 4.778648e-01, 1.376471e-03
0.025, 4.759928e-01, 1.388235e-03
0.025, 4.563717e-01, 1.400000e-03
0.025, 4.563629e-01, 1.411765e-03
0.025, 4.506595e-01, 1.423529e-03
0.025, 4.474204e-01, 1.435294e-03
0.025, 4.416517e-01, 1.447059e-03
0.025, 4.190133e-01, 1.458824e-03
0.025, 4.177055e-01, 1.470588e-03
0.025, 4.157461e-01, 1.482353e-03
0.025, 4.140866e-01, 1.494118e-03
0.025, 4.075745e-01, 1.505882e-03
0.025, 3.956618e-01, 1.517647e-03
0.025, 3.945473e-01, 1.529412e-03
0.025, 3.831631e-01, 1.541176e-03
0.025, 3.638224e-01, 1.552941e-03
0.025, 3.528964e-01, 1.564706e-03
0.025, 3.525333e-01, 1.576471e-03
0.025, 3.452472e-01, 1.588235e-03
0.025, 3.452271e-01, 1.600000e-03
0.025, 3.404098e-01, 1.611765e-03
0.025, 3.338328e-01, 1.623529e-03
0.025, 3.312063e-01, 1.635294e-03
0.025, 3.294385e-01, 1.647059e-03
0.025, 3.199638e-01, 1.658824e-03
0.025, 3.198121e-01, 1.670588e-03
0.025, 3.126007e-01, 1.682353e-03
0.025, 3.124167e-01, 1.694118e-03
0.025, 3.034843e-01, 1.705882e-03
0.025, 2.986818e-01, 1.717647e-03
0.025, 2.984983e-01, 1.729412e-03
0.025, 2.945095e-01, 1.741176e-03
0.025, 2.938106e-01, 1.752941e-03
0.025, 2.831491e-01, 1.764706e-03
0.025, 2.822345e-01, 1.776471e-03
0.025, 2.774229e-01, 1.788235e-03
0.025, 2.771798e-01, 1.800000e-03
0.025, 2.663408e-01, 1.811765e-03
0.025, 2.558965e-01, 1.823529e-03
0.025, 2.424912e-01, 1.835294e-03
0.025, 2.393215e-01, 1.847059e-03
0.025, 2.187916e-01, 1.858824e-03
0.025, 2.160998e-01, 1.870588e-03
0.025, 1.987959e-01, 1.882353e-03
0.025, 1.970456e-01, 1.894118e-03
0.025, 1.937456e-01, 1.905882e-03
0.025, 1.936066e-01, 1.917647e-03
0.025, 1.920894e-01, 1.929412e-03
0.025, 1.834508e-01, 1.941176e-03
0.025, 1.614161e-01, 1.952941e-03
0.025, 1.366638e-01, 1.964706e-03
0.025, 1.145502e-01, 1.976471e-03
0.025, 9.812262e-02, 1.988235e-03
0.030, 8.213451e+01, 1.176471e-05
0.030, 4.065432e+01, 2.352941e-05
0.030, 2.646014e+01, 3.529412e-05
0.030, 2.503001e+01, 4.705882e-05
0.030, 1.961502e+01, 5.882353e-05
0.030, 1.552401e+01, 7.058824e-05
0.030, 1.365462e+01, 8.235294e-05
0.030, 1.339494e+01, 9.411765e-05
0.030, 1.014449e+01, 1.058824e-04
0.030, 8.066037e+00, 1.176471e-04
0.030, 7.937719e+00, 1.294118e-04
0.030, 7.706660e+00, 1.411765e-04
0.030, 6.026958e+00, 1.529412e-04
0.030, 6.003835e+00, 1.647059e-04
0.030, 5.634965e+00, 1.764706e-04
0.030, 5.615628e+00, 1.882353e-04
0.030, 5.564745e+00, 2.000000e-04
0.030, 5.404189e+00, 2.117647e-04
0.030, 5.212154e+00, 2.235294e-04
0.030, 5.073421e+00, 2.352941e-04
0.030, 4.956511e+00, 2.470588e-04
0.030, 4.805231e+00, 2.588235e-04
0.030, 4.691939e+00, 2.705882e-04
0.030, 4.670779e+00, 2.823529e-04
0.030, 4.534687e+00, 2.941176e-04
0.030, 4.435902e+00, 3.058824e-04
0.030, 3.939681e+00, 3.176471e-04
0.030, 3.905500e+00, 3.294118e-04
0.030, 3.823881e+00, 3.411765e-04
0.030, 3.559222e+00, 3.529412e-04
0.030, 3.445450e+00, 3.647059e-04
0.030, 3.437300e+00, 3.764706e-04
0.030, 3.437077e+00, 3.882353e-04
0.030, 3.352027e+00, 4.000000e-04
0.030, 3.265287e+00, 4.117647e-04
0.030, 3.257230e+00, 4.235294e-04
0.030, 2.934453e+00, 4.352941e-04
0.030, 2.693279e+00, 4.470588e-04
0.030, 2.682329e+00, 4.588235e-04
0.030, 2.643344e+00, 4.705882e-04
0.030, 2.372879e+00, 4.823529e-04
0.030, 2.368824e+00, 4.941176e-04
0.030, 2.347259e+00, 5.058824e-04
0.030, 2.275738e+00, 5.176471e-04
0.030, 2.186577e+00, 5.294118e-04
0.030, 2.114132e+00, 5.411765e-04
0.030, 2.109779e+00, 5.529412e-04
0.030, 2.055030e+00, 5.647059e-04
0.030, 2.039490e+00, 5.764706e-04
0.030, 1.972344e+00, 5.882353e-04
0.030, 1.957973e+00, 6.000000e-04
0.030, 1.909664e+00, 6.117647e-04
0.030, 1.874389e+00, 6.235294e-04
0.030, 1.871184e+00, 6.352941e-04
0.030, 1.868225e+00, 6.470588e-04
0.030, 1.842557e+00, 6.588235e-04
0.030, 1.833637e+00, 6.705882e-04
0.030, 1.815170e+00, 6.823529e-04
0.030, 1.799068e+00, 6.941176e-04
0.030, 1.793008e+00, 7.058824e-04
0.030, 1.783946e+00, 7.176471e-04
0.030, 1.768817e+00, 7.294118e-04
0.030, 1.730632e+00, 7.411765e-04
0.030, 1.728783e+00, 7.529412e-04
0.030, 1.720308e+00, 7.647059e-04
0.030, 1.655406e+00, 7.764706e-04
0.030, 1.592876e+00, 7.882353e-04
0.030, 1.542641e+00, 8.000000e-04
0.030, 1.540418e+00, 8.117647e-04
0.030, 1.511544e+00, 8.235294e-04
0.030, 1.486836e+00, 8.352941e-04
0.030, 1.478028e+00, 8.470588e-04
0.030, 1.471847e+00, 8.588235e-04
0.030, 1.463504e+00, 8.705882e-04
0.030, 1.436447e+00, 8.823529e-04
0.030, 1.428545e+00, 8.941176e-04
0.030, 1.427935e+00, 9.058824e-04
0.030, 1.426605e+00, 9.176471e-04
0.030, 1.406768e+00, 9.294118e-04
0.030, 1.386982e+00, 9.411765e-04
0.030, 1.386130e+00, 9.529412e-04
0.030, 1.317033e+00, 9.647059e-04
0.030, 1.309530e+00, 9.764706e-04
0.030, 1.295781e+00, 9.882353e-04
0.030, 1.249303e+00, 1.000000e-03
0.030, 1.217389e+00, 1.011765e-03
0.030, 1.215364e+00, 1.023529e-03
0.030, 1.197455e+00, 1.035294e-03
0.030, 1.182010e+00, 1.047059e-03
0.030, 1.181660e+00, 1.058824e-03
0.030, 1.171857e+00, 1.070588e-03
0.030, 1.161238e+00, 1.082353e-03
0.030, 1.144473e+00, 1.094118e-03
0.030, 1.142813e+00, 1.105882e-03
0.030, 1.142521e+00, 1.117647e-03
0.030, 1.126548e+00, 1.129412e-03
0.030, 1.074824e+00, 1.141176e-03
0.030, 1.061374e+00, 1.152941e-03
0.030, 1.005281e+00, 1.164706e-03
0.030, 9.986987e-01, 1.176471e-03
0.030, 9.755634e-01, 1.188235e-03
0.030, 9.708449e-01, 1.200000e-03
0.030, 9.634558e-01, 1.211765e-03
0.030, 9.380233e-01, 1.223529e-03
0.030, 9.276959e-01, 1.235294e-03
0.030, 9.171290e-01, 1.247059e-03
0.030, 8.998230e-01, 1.258824e-03
0.030, 8.995933e-01, 1.270588e-03
0.030, 8.914585e-01, 1.282353e-03
0.030, 8.773880e-01, 1.294118e-03
0.030, 8.713825e-01, 1.305882e-03
0.030, 8.462773e-01, 1.317647e-03
0.030, 8.440813e-01, 1.329412e-03
0.030, 8.440248e-01, 1.341176e-03
0.030, 8.432627e-01, 1.352941e-03
0.030, 8.426239e-01, 1.364706e-03
0.030, 8.397856e-01, 1.376471e-03
0.030, 8.388972e-01, 1.388235e-03
0.030, 8.365164e-01, 1.400000e-03
0.030, 8.289881e-01, 1.411765e-03
0.030, 8.154274e-01, 1.423529e-03
0.030, 8.138553e-01, 1.435294e-03
0.030, 8.101702e-01, 1.447059e-03
0.030, 8.040678e-01, 1.458824e-03
0.030, 7.982926e-01, 1.470588e-03
0.030, 7.962748e-01, 1.482353e-03
0.030, 7.938002e-01, 1.494118e-03
0.030, 7.862293e-01, 1.505882e-03
0.030, 7.551121e-01, 1.517647e-03
0.030, 7.269750e-01, 1.529412e-03
0.030, 7.242655e-01, 1.541176e-03
0.030, 7.152009e-01, 1.552941e-03
0.030, 6.816303e-01, 1.564706e-03
0.030, 6.813809e-01, 1.576471e-03
0.030, 6.788150e-01, 1.588235e-03
0.030, 6.772753e-01, 1.600000e-03
0.030, 6.698996e-01, 1.611765e-03
0.030, 6.648113e-01, 1.623529e-03
0.030, 6.598131e-01, 1.635294e-03
0.030, 6.480024e-01, 1.647059e-03
0.030, 6.473530e-01, 1.658824e-03
0.030, 6.363068e-01, 1.670588e-03
0.030, 6.151399e-01, 1.682353e-03
0.030, 5.604400e-01, 1.694118e-03
0.030, 5.274715e-01, 1.705882e-03
0.030, 5.258932e-01, 1.717647e-03
0.030, 5.113759e-01, 1.729412e-03
0.030, 5.058740e-01, 1.741176e-03
0.030, 4.794155e-01, 1.752941e-03
0.030, 4.720357e-01, 1.764706e-03
0.030, 4.695770e-01, 1.776471e-03
0.030, 4.625222e-01, 1.788235e-03
0.030, 4.594961e-01, 1.800000e-03
0.030, 4.500236e-01, 1.811765e-03
0.030, 4.388366e-01, 1.823529e-03
0.030, 3.904492e-01, 1.835294e-03
0.030, 3.873128e-01, 1.847059e-03
0.030, 3.766291e-01, 1.858824e-03
0.030, 3.697848e-01, 1.870588e-03
0.030, 3.639882e-01, 1.882353e-03
0.030, 3.553667e-01, 1.894118e-03
0.030, 3.509707e-01, 1.905882e-03
0.030, 3.435323e-01, 1.917647e-03
0.030, 3.201053e-01, 1.929412e-03
0.030, 2.420730e-01, 1.941176e-03
0.030, 2.397376e-01, 1.952941e-03
0.030, 1.162596e-01, 1.964706e-03
0.030, 1.110741e-01, 1.976471e-03
0.030, 1.047843e-01, 1.988235e-03
0.040, 7.592708e+01, 1.176471e-05
0.040, 5.446456e+01, 2.352941e-05
0.040, 4.225567e+01, 3.529412e-05
0.040, 3.781780e+01, 4.705882e-05
0.040, 3.571418e+01, 5.882353e-05
0.040, 3.206531e+01, 7.058824e-05
0.040, 2.054599e+01, 8.235294e-05
0.040, 1.579534e+01, 9.411765e-05
0.040, 1.526737e+01, 1.058824e-04
0.040, 1.411134e+01, 1.176471e-04
0.040, 1.340348e+01, 1.294118e-04
0.040, 1.241122e+01, 1.411765e-04
0.040, 1.164859e+01, 1.529412e-04
0.040, 1.080589e+01, 1.647059e-04
0.040, 1.042171e+01, 1.764706e-04
0.040, 9.150582e+00, 1.882353e-04
0.040, 9.095520e+00, 2.000000e-04
0.040, 8.618101e+00, 2.117647e-04
0.040, 7.803086e+00, 2.235294e-04
0.040, 7.756093e+00, 2.352941e-04
0.040, 7.592102e+00, 2.470588e-04
0.040, 7.560461e+00, 2.588235e-04
0.040, 7.445225e+00, 2.705882e-04
0.040, 6.919735e+00, 2.823529e-04
0.040, 6.809101e+00, 2.941176e-04
0.040, 6.731520e+00, 3.058824e-04
0.040, 6.658054e+00, 3.176471e-04
0.040, 6.149551e+00, 3.294118e-04
0.040, 5.475616e+00, 3.411765e-04
0.040, 5.462451e+00, 3.529412e-04
0.040, 5.449668e+00, 3.647059e-04
0.040, 5.342724e+00, 3.764706e-04
0.040, 5.179938e+00, 3.882353e-04
0.040, 5.173631e+00, 4.000000e-04
0.040, 5.123318e+00, 4.117647e-04
0.040, 4.867944e+00, 4.235294e-04
0.040, 4.865970e+00, 4.352941e-04
0.040, 4.814745e+00, 4.470588e-04
0.040, 4.691181e+00, 4.588235e-04
0.040, 4.668633e+00, 4.705882e-04
0.040, 4.626927e+00, 4.823529e-04
0.040, 4.478270e+00, 4.941176e-04
0.040, 4.469770e+00, 5.058824e-04
0.040, 4.426687e+00, 5.176471e-04
0.040, 4.402091e+00, 5.294118e-04
0.040, 4.363353e+00, 5.411765e-04
0.040, 4.290246e+00, 5.529412e-04
0.040, 4.265562e+00, 5.647059e-04
0.040, 4.247891e+00, 5.764706e-04
0.040, 4.216718e+00, 5.882353e-04
0.040, 4.190497e+00, 6.000000e-04
0.040, 4.177204e+00, 6.117647e-04
0.040, 4.119829e+00, 6.235294e-04
0.040, 4.117382e+00, 6.352941e-04
0.040, 3.925976e+00, 6.470588e-04
0.040, 3.920978e+00, 6.588235e-04
0.040, 3.887281e+00, 6.705882e-04
0.040, 3.665457e+00, 6.823529e-04
0.040, 3.574660e+00, 6.941176e-04
0.040, 3.464047e+00, 7.058824e-04
0.040, 3.404361e+00, 7.176471e-04
0.040, 3.393908e+00, 7.294118e-04
0.040, 3.360369e+00, 7.411765e-04
0.040, 3.346782e+00, 7.529412e-04
0.040, 3.220683e+00, 7.647059e-04
0.040, 3.210107e+00, 7.764706e-04
0.040, 3.177797e+00, 7.882353e-04
0.040, 3.176601e+00, 8.000000e-04
0.040, 3.005067e+00, 8.117647e-04
0.040, 2.964109e+00, 8.235294e-04
0.040, 2.901932e+00, 8.352941e-04
0.040, 2.884227e+00, 8.470588e-04
0.040, 2.820901e+00, 8.588235e-04
0.040, 2.729985e+00, 8.705882e-04
0.040, 2.709922e+00, 8.823529e-04
0.040, 2.690976e+00, 8.941176e-04
0.040, 2.678417e+00, 9.058824e-04
0.040, 2.669445e+00, 9.176471e-04
0.040, 2.666508e+00, 9.294118e-04
0.040, 2.648267e+00, 9.411765e-04
0.040, 2.624365e+00, 9.529412e-04
0.040, 2.613812e+00, 9.647059e-04
0.040, 2.613263e+00, 9.764706e-04
0.040, 2.603012e+00, 9.882353e-04
0.040, 2.593836e+00, 1.000000e-03
0.040, 2.527691e+00, 1.011765e-03
0.040, 2.523711e+00, 1.023529e-03
0.040, 2.443935e+00, 1.035294e-03
0.040, 2.422993e+00, 1.047059e-03
0.040, 2.401614e+00, 1.058824e-03
0.040, 2.398156e+00, 1.070588e-03
0.040, 2.335273e+00, 1.082353e-03
0.040, 2.311193e+00, 1.094118e-03
0.040, 2.169094e+00, 1.105882e-03
0.040, 2.145422e+00, 1.117647e-03
0.040, 2.138902e+00, 1.129412e-03
0.040, 2.137299e+00, 1.141176e-03
0.040, 2.104166e+00, 1.152941e-03
0.040, 2.100414e+00, 1.164706e-03
0.040, 2.084885e+00, 1.176471e-03
0.040, 2.078741e+00, 1.188235e-03
0.040, 2.072428e+00, 1.200000e-03
0.040, 2.046956e+00, 1.211765e-03
0.040, 1.923957e+00, 1.223529e-03
0.040, 1.880956e+00, 1.235294e-03
0.040, 1.842527e+00, 1.247059e-03
0.040, 1.797535e+00, 1.258824e-03
0.040, 1.762145e+00, 1.270588e-03
0.040, 1.748413e+00, 1.282353e-03
0.040, 1.670150e+00, 1.294118e-03
0.040, 1.597922e+00, 1.305882e-03
0.040, 1.585551e+00, 1.317647e-03
0.040, 1.548441e+00, 1.329412e-03
0.040, 1.544271e+00, 1.341176e-03
0.040, 1.519374e+00, 1.352941e-03
0.040, 1.502308e+00, 1.364706e-03
0.040, 1.389811e+00, 1.376471e-03
0.040, 1.385017e+00, 1.388235e-03
0.040, 1.356910e+00, 1.400000e-03
0.040, 1.355744e+00, 1.411765e-03
0.040, 1.344223e+00, 1.423529e-03
0.040, 1.340034e+00, 1.435294e-03
0.040, 1.262817e+00, 1.447059e-03
0.040, 1.229073e+00, 1.458824e-03
0.040, 1.225800e+00, 1.470588e-03
0.040, 1.218711e+00, 1.482353e-03
0.040, 1.166143e+00, 1.494118e-03
0.040, 1.156532e+00, 1.505882e-03
0.040, 1.131374e+00, 1.517647e-03
0.040, 1.074429e+00, 1.529412e-03
0.040, 1.065840e+00, 1.541176e-03
0.040, 1.063052e+00, 1.552941e-03
0.040, 1.051588e+00, 1.564706e-03
0.040, 1.025036e+00, 1.576471e-03
0.040, 1.001248e+00, 1.588235e-03
0.040, 9.508989e-01, 1.600000e-03
0.040, 9.409098e-01, 1.611765e-03
0.040, 9.297419e-01, 1.623529e-03
0.040, 8.928540e-01, 1.635294e-03
0.040, 8.871067e-01, 1.647059e-03
0.040, 8.854016e-01, 1.658824e-03
0.040, 8.806164e-01, 1.670588e-03
0.040, 8.797444e-01, 1.682353e-03
0.040, 8.727896e-01, 1.694118e-03
0.040, 8.705864e-01, 1.705882e-03
0.040, 8.182542e-01, 1.717647e-03
0.040, 8.113582e-01, 1.729412e-03
0.040, 7.744616e-01, 1.741176e-03
0.040, 7.433061e-01, 1.752941e-03
0.040, 7.288726e-01, 1.764706e-03
0.040, 7.056065e-01, 1.776471e-03
0.040, 7.041447e-01, 1.788235e-03
0.040, 7.012586e-01, 1.800000e-03
0.040, 6.859048e-01, 1.811765e-03
0.040, 6.516197e-01, 1.823529e-03
0.040, 6.207944e-01, 1.835294e-03
0.040, 6.080417e-01, 1.847059e-03
0.040, 6.028391e-01, 1.858824e-03
0.040, 5.941380e-01, 1.870588e-03
0.040, 5.669326e-01, 1.882353e-03
0.040, 5.160994e-01, 1.894118e-03
0.040, 5.120410e-01, 1.905882e-03
0.040, 4.916944e-01, 1.917647e-03
0.040, 4.575459e-01, 1.929412e-03
0.040, 4.546694e-01, 1.941176e-03
0.040, 4.313366e-01, 1.952941e-03
0.040, 4.215500e-01, 1.964706e-03
0.040, 4.143823e-01, 1.976471e-03
0.040, 3.590902e-01, 1.988235e-03
0.050, 1.419666e+02, 1.176471e-05
0.050, 1.111231e+02, 2.352941e-05
0.050, 6.942629e+01, 3.529412e-05
0.050, 6.280349e+01, 4.705882e-05
0.050, 5.185925e+01, 5.882353e-05
0.050, 3.644967e+01, 7.058824e-05
0.050, 2.781133e+01, 8.235294e-05
0.050, 2.731641e+01, 9.411765e-05
0.050, 2.368459e+01, 1.058824e-04
0.050, 2.189440e+01, 1.176471e-04
0.050, 2.067977e+01, 1.294118e-04
0.050, 2.008840e+01, 1.411765e-04
0.050, 1.904848e+01, 1.529412e-04
0.050, 1.896452e+01, 1.647059e-04
0.050, 1.857440e+01, 1.764706e-04
0.050, 1.719293e+01, 1.882353e-04
0.050, 1.577784e+01, 2.000000e-04
0.050, 1.568683e+01, 2.117647e-04
0.050, 1.388254e+01, 2.235294e-04
0.050, 1.275380e+01, 2.352941e-04
0.050, 1.209389e+01, 2.470588e-04
0.050, 1.126438e+01, 2.588235e-04
0.050, 1.123469e+01, 2.705882e-04
0.050, 1.061532e+01, 2.823529e-04
0.050, 1.038584e+01, 2.941176e-04
0.050, 1.031740e+01, 3.058824e-04
0.050, 1.020807e+01, 3.176471e-04
0.050, 9.954611e+00, 3.294118e-04
0.050, 9.549466e+00, 3.411765e-04
0.050, 9.433977e+00, 3.529412e-04
0.050, 8.585129e+00, 3.647059e-04
0.050, 8.168191e+00, 3.764706e-04
0.050, 8.102499e+00, 3.882353e-04
0.050, 7.891446e+00, 4.000000e-04
0.050, 7.653440e+00, 4.117647e-04
0.050, 7.417083e+00, 4.235294e-04
0.050, 7.367635e+00, 4.352941e-04
0.050, 7.278276e+00, 4.470588e-04
0.050, 7.275105e+00, 4.588235e-04
0.050, 7.097951e+00, 4.705882e-04
0.050, 6.878473e+00, 4.823529e-04
0.050, 6.742615e+00, 4.941176e-04
0.050, 6.701675e+00, 5.058824e-04
0.050, 6.680335e+00, 5.176471e-04
0.050, 6.500102e+00, 5.294118e-04
0.050, 6.483858e+00, 5.411765e-04
0.050, 6.422767e+00, 5.529412e-04
0.050, 6.183412e+00, 5.647059e-04
0.050, 6.169789e+00, 5.764706e-04
0.050, 6.152698e+00, 5.882353e-04
0.050, 6.071777e+00, 6.000000e-04
0.050, 5.758052e+00, 6.117647e-04
0.050, 5.690054e+00, 6.235294e-04
0.050, 5.619260e+00, 6.352941e-04
0.050, 5.420491e+00, 6.470588e-04
0.050, 5.257202e+00, 6.588235e-04
0.050, 5.117792e+00, 6.705882e-04
0.050, 4.828621e+00, 6.823529e-04
0.050, 4.698194e+00, 6.941176e-04
0.050, 4.676286e+00, 7.058824e-04
0.050, 4.615356e+00, 7.176471e-04
0.050, 4.595108e+00, 7.294118e-04
0.050, 4.548434e+00, 7.411765e-04
0.050, 4.472932e+00, 7.529412e-04
0.050, 4.443288e+00, 7.647059e-04
0.050, 4.441198e+00, 7.764706e-04
0.050, 4.419729e+00, 7.882353e-04
0.050, 4.392490e+00, 8.000000e-04
0.050, 4.345926e+00, 8.117647e-04
0.050, 4.262970e+00, 8.235294e-04
0.050, 4.254732e+00, 8.352941e-04
0.050, 4.222903e+00, 8.470588e-04
0.050, 4.196690e+00, 8.588235e-04
0.050, 4.176973e+00, 8.705882e-04
0.050, 4.139829e+00, 8.823529e-04
0.050, 4.137452e+00, 8.941176e-04
0.050, 3.967603e+00, 9.058824e-04
0.050, 3.962580e+00, 9.176471e-04
0.050, 3.885956e+00, 9.294118e-04
0.050, 3.870110e+00, 9.411765e-04
0.050, 3.859272e+00, 9.529412e-04
0.050, 3.820944e+00, 9.647059e-04
0.050, 3.813182e+00, 9.764706e-04
0.050, 3.739980e+00, 9.882353e-04
0.050, 3.698017e+00, 1.000000e-03
0.050, 3.576142e+00, 1.011765e-03
0.050, 3.568873e+00, 1.023529e-03
0.050, 3.557619e+00, 1.035294e-03
0.050, 3.522566e+00, 1.047059e-03
0.050, 3.518949e+00, 1.058824e-03
0.050, 3.489170e+00, 1.070588e-03
0.050, 3.430143e+00, 1.082353e-03
0.050, 3.395054e+00, 1.094118e-03
0.050, 3.378764e+00, 1.105882e-03
0.050, 3.307507e+00, 1.117647e-03
0.050, 3.293960e+00, 1.129412e-03
0.050, 3.254185e+00, 1.141176e-03
0.050, 3.221934e+00, 1.152941e-03
0.050, 3.188667e+00, 1.164706e-03
0.050, 3.173759e+00, 1.176471e-03
0.050, 3.168638e+00, 1.188235e-03
0.050, 3.144789e+00, 1.200000e-03
0.050, 3.130888e+00, 1.211765e-03
0.050, 3.127567e+00, 1.223529e-03
0.050, 3.124901e+00, 1.235294e-03
0.050, 3.114836e+00, 1.247059e-03
0.050, 3.111634e+00, 1.258824e-03
0.050, 3.011134e+00, 1.270588e-03
0.050, 3.005033e+00, 1.282353e-03
0.050, 2.999359e+00, 1.294118e-03
0.050, 2.968675e+00, 1.305882e-03
0.050, 2.961744e+00, 1.317647e-03
0.050, 2.908872e+00, 1.329412e-03
0.050, 2.890445e+00, 1.341176e-03
0.050, 2.842191e+00, 1.352941e-03
0.050, 2.841018e+00, 1.364706e-03
0.050, 2.831436e+00, 1.376471e-03
0.050, 2.729344e+00, 1.388235e-03
0.050, 2.693140e+00, 1.400000e-03
0.050, 2.629248e+00, 1.411765e-03
0.050, 2.617592e+00, 1.423529e-03
0.050, 2.576960e+00, 1.435294e-03
0.050, 2.556326e+00, 1.447059e-03
0.050, 2.492093e+00, 1.458824e-03
0.050, 2.386192e+00, 1.470588e-03
0.050, 2.385609e+00, 1.482353e-03
0.050, 2.372894e+00, 1.494118e-03
0.050, 2.365155e+00, 1.505882e-03
0.050, 2.290768e+00, 1.517647e-03
0.050, 2.218960e+00, 1.529412e-03
0.050, 2.215954e+00, 1.541176e-03
0.050, 2.116024e+00, 1.552941e-03
0.050, 2.050321e+00, 1.564706e-03
0.050, 2.016848e+00, 1.576471e-03
0.050, 1.998156e+00, 1.588235e-03
0.050, 1.966368e+00, 1.600000e-03
0.050, 1.925806e+00, 1.611765e-03
0.050, 1.893792e+00, 1.623529e-03
0.050, 1.868010e+00, 1.635294e-03
0.050, 1.858473e+00, 1.647059e-03
0.050, 1.844177e+00, 1.658824e-03
0.050, 1.818745e+00, 1.670588e-03
0.050, 1.788155e+00, 1.682353e-03
0.050, 1.769941e+00, 1.694118e-03
0.050, 1.690666e+00, 1.705882e-03
0.050, 1.683574e+00, 1.717647e-03
0.050, 1.678616e+00, 1.729412e-03
0.050, 1.613950e+00, 1.741176e-03
0.050, 1.581368e+00, 1.752941e-03
0.050, 1.564337e+00, 1.764706e-03
0.050, 1.498561e+00, 1.776471e-03
0.050, 1.492077e+00, 1.788235e-03
0.050, 1.464195e+00, 1.800000e-03
0.050, 1.423942e+00, 1.811765e-03
0.050, 1.407922e+00, 1.823529e-03
0.050, 1.295231e+00, 1.835294e-03
0.050, 1.217859e+00, 1.847059e-03
0.050, 1.145035e+00, 1.858824e-03
0.050, 1.143362e+00, 1.870588e-03
0.050, 9.979778e-01, 1.882353e-03
0.050, 9.676149e-01, 1.894118e-03
0.050, 8.538778e-01, 1.905882e-03
0.050, 8.210244e-01, 1.917647e-03
0.050, 7.846152e-01, 1.929412e-03
0.050, 7.093328e-01, 1.941176e-03
0.050, 6.713570e-01, 1.952941e-03
0.050, 6.708653e-01, 1.964706e-03
0.050, 6.268862e-01, 1.976471e-03
0.050, 5.835692e-01, 1.988235e-03
0.060, 7.142981e+01, 1.176471e-05
0.060, 6.264253e+01, 2.352941e-05
0.060, 5.776059e+01, 3.529412e-05
0.060, 4.872291e+01, 4.705882e-05
0.060, 4.515675e+01, 5.882353e-05
0.060, 4.375223e+01, 7.058824e-05
0.060, 3.575447e+01, 8.235294e-05
0.060, 3.364407e+01, 9.411765e-05
0.060, 3.185324e+01, 1.058824e-04
0.060, 3.089021e+01, 1.176471e-04
0.060, 2.641997e+01, 1.294118e-04
0.060, 2.521280e+01, 1.411765e-04
0.060, 2.481497e+01, 1.529412e-04
0.060, 2.480748e+01, 1.647059e-04
0.060, 2.407074e+01, 1.764706e-04
0.060, 2.157283e+01, 1.882353e-04
0.060, 2.124013e+01, 2.000000e-04
0.060, 1.968639e+01, 2.117647e-04
0.060, 1.828255e+01, 2.235294e-04
0.060, 1.747937e+01, 2.352941e-04
0.060, 1.541016e+01, 2.470588e-04
0.060, 1.494824e+01, 2.588235e-04
0.060, 1.416302e+01, 2.705882e-04
0.060, 1.401321e+01, 2.823529e-04
0.060, 1.355897e+01, 2.941176e-04
0.060, 1.352032e+01, 3.058824e-04
0.060, 1.343004e+01, 3.176471e-04
0.060, 1.304752e+01, 3.294118e-04
0.060, 1.276574e+01, 3.411765e-04
0.060, 1.240729e+01, 3.529412e-04
0.060, 1.207294e+01, 3.647059e-04
0.060, 1.188445e+01, 3.764706e-04
0.060, 1.182742e+01, 3.882353e-04
0.060, 1.106324e+01, 4.000000e-04
0.060, 1.105413e+01, 4.117647e-04
0.060, 1.103926e+01, 4.235294e-04
0.060, 1.098022e+01, 4.352941e-04
0.060, 1.044240e+01, 4.470588e-04
0.060, 1.038048e+01, 4.588235e-04
0.060, 9.876593e+00, 4.705882e-04
0.060, 9.723367e+00, 4.823529e-04
0.060, 9.576065e+00, 4.941176e-04
0.060, 9.386041e+00, 5.058824e-04
0.060, 9.359279e+00, 5.176471e-04
0.060, 9.006782e+00, 5.294118e-04
0.060, 8.995122e+00, 5.411765e-04
0.060, 8.973449e+00, 5.529412e-04
0.060, 8.846081e+00, 5.647059e-04
0.060, 8.750689e+00, 5.764706e-04
0.060, 8.659726e+00, 5.882353e-04
0.060, 8.495303e+00, 6.000000e-04
0.060, 8.494394e+00, 6.117647e-04
0.060, 8.349392e+00, 6.235294e-04
0.060, 8.230362e+00, 6.352941e-04
0.060, 8.226241e+00, 6.470588e-04
0.060, 8.097687e+00, 6.588235e-04
0.060, 8.023757e+00, 6.705882e-04
0.060, 7.963063e+00, 6.823529e-04
0.060, 7.915609e+00, 6.941176e-04
0.060, 7.791599e+00, 7.058824e-04
0.060, 7.588933e+00, 7.176471e-04
0.060, 7.543671e+00, 7.294118e-04
0.060, 7.392891e+00, 7.411765e-04
0.060, 6.898097e+00, 7.529412e-04
0.060, 6.876672e+00, 7.647059e-04
0.060, 6.823554e+00, 7.764706e-04
0.060, 6.737181e+00, 7.882353e-04
